글번호,문장
133,"[""\n\n\n\n\n24일 공개된 유튜브 '김어준의 다스뵈이다'에서 김어준(왼쪽)씨와 조국 전 법무장관이 대화하고 있다. /김어준 유튜브\t\t\t\t\t\t\t\t\t\t조국 전 법무장관이 김어준씨 방송에 나와 지난달 낸 자신의 에세이 ‘디케의 눈물’을 홍보했다. 방송에서 현 정권을 가리켜 ‘검찰 공화국’ ‘대한검국’이라고 비판했고, 내년 총선 출마 의향을 묻자 “고민하고 있다”는 입장을 밝혔다.24일 공개된 ‘김어준의 다스뵈이다’ 방송에 따르면 조 전 장관은 해당 방송 마지막 게스트로 출연해 김씨와 30여분 대담했다. 이 프로그램은 더불어민주당과 정의당 등 진보 계열 인사들이 주로 패널로 나온다. 이날 공개된 방송은 지난 20일 녹화된 것이다.김씨는 이날 조 전 장관을 가리켜 ‘조민 아빠’라고 호칭을 불렀다. 그는 “요즘 딸이 아빠보다 잘 나간다. 딸이 책을 냈는데, 베스트셀러 순위에서 아빠 책을 제쳤다. 호칭을 어떻게 할까, 저는 조민 아빠로 하겠다”라며 “제가 조민씨를 만날 때마다 느끼는 건데, 아빠보다 낫다”라고 말했다.\n\n\n\n조국 전 법무장관의 에세이 '디케의 눈물'과 그의 딸 조민씨의 에세이 '오늘도 나아가는 중입니다' 표지. /뉴스1\t\t\t\t\t\t\t\t\t\t조 전 장관은 지난달 30일 ‘디케의 눈물’을 냈고, 딸 조씨는 이달 중순 에세이집 ‘오늘도 나아가는 중입니다’를 출간했다. 두 책 모두 교보문고와 예스24등 출판사 베스트셀러에 순위권에 올라 있다. 조 전 장관은 이에 대해 “동의한다. 애가 선천적인 건지 후천적인 건지 모르겠지만 당찬 게 있는 것 같다”면서 “저로서는 책 내용을 나중에 보게 됐는데, 한편으론 고맙고 동시에 또 애비 입장에선 안쓰럽다”고 했다.조 전 장관은 자기 에세이 내용에 대해서는 “정치권에서 정치적 수사로 ‘검찰 공화국’ ‘검찰 독재’ 이런 말을 많이 사용하는데, ‘그것만은 아니다’라는 이야기를 하고 싶었다”며 “가장 힘이 센 권력기관은 달라져 왔다. 이승만 때는 경찰이 더 힘이 셌고 박정희 정권 때는 중앙정보부였다. 그러다가 12·12 이후에는 권력의 정점에 보안사가 선다”고 했다.\n\n\n\n자녀 입시비리와 유재수 전 부산시 경제부시장 감찰 무마 혐의로 재판에 넘겨진 조국 전 법무부 장관이 지난 18일 오후 서울 서초구 서울고등법원에서 열린 2심 공판에 출석하고 있다. /뉴스1\t\t\t\t\t\t\t\t\t\t조 전 장관은 “윤석열 후보가 대통령이 되고 난 뒤는, 단순히 검찰 출신이 좋은 자리에 갔다라는 게 아니라, 의사결정에 있어서 검찰이 확고하게 위에 섰다는 점을 구체적인 사례를 가지고 밝히려고 했다”고 했다. 그러면서 “전두환 정권 때 보면, 하나회 출신이 다 의사결정을 막후에서 했다”며 “그런 느낌이 들 정도로, 지금 검찰 출신 인사들이 요직에 다 가있다고 보시면 되겠다”고 했다.조 전 장관은 “망나니처럼 칼을 검찰이 쓴다면 그 칼을 뺏어야 한다. 여야의 문제가 아니다”라며 “과거 남산 끌려가면 죽었다. 보안사 끌려가서 맞은 사람이 한둘이 아니다. 지금 우리가 두려워하는 압수 수색, 체포, 구속 권한을 모두 검찰이 갖고 있다. 결국 수사 기소를 분리하고 검찰청은 기소청으로 바뀌어야 한다”고 주장했다.김씨는 이날 방송 도중 여러 차례 조 전 장관에게 ‘총선 출마’ 의향을 반복해 물었다. 조 전 장관은 “(내년 4월 총선 때) 본인의 역할이 있지 않겠나”라는 질문을 받고서는 “지금 한 달에 한 번 재판을 받고 있다. 가족도 챙겨야 한다”라면서도 “친구와 동지들이 여러 가지 제안을 하고 있는데, 연말 연초까지 2심 재판이 계속될 것 같다. 그 때까지는 재판에 집중하고, 가족 챙기는데 집중해야 하지 않을까 한다”라고 했다.조 전 장관은 “제가 사회적으로 명예회복을 해야 한다는 생각은 하고 있고, 그걸 어떻게 해야할 것인가 고민하고 있다”라고도 했다. 김씨가 “출마라는 방법이 있다”고 말하자 그는 “제가 저 개인과 가족의 명예를 회복해야 한다는 측면이 있을 것이다. 그게 없다면 거짓말”이라며 “윤석열 정부가 들어서서 극우로 달리고 있다. 문재인 정부 고위공직자로서 책임이 있다고 생각한다. 이 폭주를 어떻게 막아야할 것인가에 대해서도 고민하고 있다”고 했다.\n\n\n\n조국 전 법무장관이 지난 6일 서울 종로구 노무현시민센터에서 열린 저서 '디케의 눈물' 출간 기념 북콘서트에서 '홀로 아리랑'을 부르고 있다. /오마이TV\t\t\t\t\t\t\t\t\t\t조 전 장관은 지난달 30일 에세이를 낸 이후부터 소위 ‘야권 성향’으로 분류되는 유튜브 방송에 모습을 자주 드러내고 있다.지난 6일에는 ‘오마이TV’가 생중계한 자신의 저서 출간 기념 북콘서트에 ‘작가’로 소개받아 등장했다. 사회는 당시까지는 현직 의원이었던 최강욱 전 의원이 봤다. 조 전 장관은 이날 방송에서 지지자들 요청에 이 방송에서 ‘홀로 아리랑’도 불렀다. 소위 ‘조국 사태’ 당시 조 전 장관 지지자들이 ‘조국 수호 집회’에서 자주 부르던 노래다.조 전 장관은 지난 15일 유튜브에 공개된 ‘사람사는세상 노무현 재단’의 책 소개 프로그램 ‘알릴레오 북스’에도 나왔다. 유시민 전 재단 이사장, 조수진 변호사와 책과 관련된 이야기를 나눴다. 유 전 이사장은 조 전 장관을 ‘박사’라고 불렀다. ‘박사 조국’은 이 방송에서 윤석열 정부를 겨냥해 “’대한검국’, ‘검찰 공화국’ 현상을 해소해야 한다”고 말했다.\n\n\n\n유시민(왼쪽) 전 노무현재단 이사장이 15일 공개된 유튜브 방송 '알릴레오북스'에서 패널로 나온 조국 전 법무장관과 대화하고 있다. /노무현재단 유튜브 \n""]"
134,['韓 성장률 3년 연속 ‘OECD 평균 이하’ 저성장 가시화']
134,"['\nOECD 회원국 중 수출 감소 폭 4위\n\n\n\n21일 부산항 신선대부두와 감만부두 야적장에 컨테이너가 가득 쌓여 있다. /뉴스1\t\t\t\t\t\t\t\t\t\t한국 경제 성장률이 사상 처음으로 3년 연속 OECD(경제협력개발기구) 평균을 밑돌 가능성이 높아졌다. 1996년 OECD 가입 이후 성장을 주도했던 한국이 이제는 평균 성장률에 못 미치는 ‘저성장 국가’로 굳어지는 것 아니냐는 지적이 나온다.24일 OECD 통계에 따르면 한국은 지난 2년간 OECD 평균 이하의 성장률을 기록했다. 2021년 OECD 회원국 평균 성장률은 5.8%였지만, 한국은 4.3%에 그쳤다. 지난해(2.6%)에도 OECD 평균(2.9%)보다 낮았다. 올해도 낙관적이지 않다. 지난 19일 OECD는 올해 한국 경제성장률을 1.5%로 전망했다. 한국은 지난 6월 전망과 같은 수준을 유지했지만, 세계 주요국의 올해 성장 전망치는 상향 조정됐다. 미국은 1.6%에서 2.2%, 일본은 1.3%에서 1.8%로 올랐다.OECD는 매년 6월과 11월 OECD 회원국의 평균 성장률 전망치를 발표한다. 지난 6월 OECD 회원국 평균은 1.4%였지만, 최근 주요국 성장률 전망치가 상향 조정된 것을 감안하면 11월에는 이보다 오를 가능성이 크다. 반면 한국은 1.5% 현상 유지도 쉽지 않은 상황이다. 한국 정부, 한국은행 등이 올해 한국 성장률을 1.4%로 제시했고, 주요 8개 투자은행(IB)이 1.1%를 전망하고 있다. 주원 현대경제연구원 경제연구실장은 “앞으로 한국도 1~2%대 성장률이 굳어지는 등 저성장이 ‘뉴노멀’인 국면에 접어들었다”고 했다.대외 의존도가 높은 한국의 수출과 수입 감소폭이 다른 OECD 회원국보다 큰 것도 문제다. 한국의 7월 수출은 1년 전보다 15.5% 줄어 37개 회원국 중 넷째로 많이 줄어든 것으로 나타났다. 1인당 국민소득 3만달러 이상, 인구 5000만명 이상인 ‘3050클럽’ 7국 중에서는 한국의 수출이 가장 많이 줄었다. 수입은 1년 전보다 25.4% 줄어 OECD 회원국 중 감소 폭이 가장 컸다. 기획재정부는 “전 세계적으로 제조업 경기가 좋지 않은 상황에서 제조업 비중이 큰 한국이 상대적으로 큰 영향을 받은 것”이라면서 “내년에는 교역량과 성장률이 개선될 것”이라고 했다.\n']"
135,['고금리에도 가계 대출 이달 들어 1조6000억 증가']
135,"['\n\n\n\n\n\t\t\t\t\t\t\t\t\t\t은행 대출 금리가 최고 연 7%를 넘어서는 등 고금리 흐름이 쉽사리 멈추지 않는데도, 가계 대출이 이달 들어서만 1조6000억원 넘게 불어난 것으로 나타났다. 최근 집값 상승세로 높은 금리에도 주택 담보 대출을 받으려는 사람이 늘어난 영향이다.24일 금융업계에 따르면, 지난 21일 기준 KB국민·신한·하나·우리·NH농협은행 등 5대 은행의 가계 대출 잔액은 682조4539억원이다. 지난달 말(680조8120억원)보다 1조6419억원 늘었다. 이달 들어 20여 일 만에 이미 지난달 증가 폭(1조5912억원)을 넘어선 것이다. 대출 종류별로 보면, 주택 담보 대출이 1조8759억원 늘어난 반면, 신용 대출은 1739억원 줄었다.그런데 최근 대출 금리는 상승 중이다. 21일 기준 주요 은행 주택 담보 대출 변동 금리는 연 4.27∼7.1%로 지난달 말보다 금리 상단이 0.13%포인트 높아졌다. 이자 부담에도 주택 담보 대출을 더 끌어다 쓰는 것은, “집값이 계속 오를 것”이란 인식 때문이다. 한국부동산원에 따르면, 18일 기준 전국 아파트 매매가는 한 주 전 대비 0.1% 오르며 10주 연속 상승세였다.다만 고금리인데 대출을 늘리는 건 위험할 수 있다는 경고가 적지 않다. 이창용 한국은행 총재는 지난달 24일 “한동안 금융 비용(이자율)이 지난 10년처럼 연 0~2% 정도로 낮아질 가능성은 크지 않다”며 “(이자를) 감당할 수 있는지 고려하며 투자해야 한다”고 말했다.\n']"
136,"['격파에서 품새로 전향한 차예은, 아시안게임 금메달']"
136,"['\n\n\n\n\n항저우 아시안게임에 나선 차예은. / 김동환 기자\t\t\t\t\t\t\t\t\t\t여자 품새의 차예은(22·경희대)이 아시안게임 정상에 섰다.차예은은 24일 중국 저장성 린안 스포츠문화전시센터에서 열린 여자 태권도 품새 개인전 결승에서 평균 7.540점을 받아 일본 니와 유이코(7.160점)를 꺾고 정상에 올랐다. 한국은 남자 품새 개인전에서 금메달을 따낸 강완진에 이어 차예은도 우승을 하면서 품새에 걸린 금메달 2개를 모두 가져가게 됐다.품새는 가로·세로 각각 12m 경기장에서 경연을 펼쳐 심판 7명 중 최고점과 최저점을 뺀 5명의 평균 점수로 승부를 가린다. 이번 아시안게임에선 예선부터 8강까지는 공인품새(태극 6~8장, 고려, 금강, 태백, 평원, 십진)로 경쟁하고, 준결승과 결승은 공인품새와 자유품새로 진행했다. 자유품새는 피겨스케이팅처럼 준비한 음악에 맞춰 연기를 펼치는 종목으로, 공중연속발차기와 아크로바틱발차기 등의 고난도 동작이 필수 요소로 들어가야 한다.\n\n\n\n항저우 아시안게임에 나선 차예은. / 김동환 기자\t\t\t\t\t\t\t\t\t\t자유 품새에선 세계 최강자지만, 상대적으로 품새 경력이 짧아 공인 품새가 약점으로 꼽히는 차예은은 8강까지가 고비였다. 공인 품새인 태극 8장과 평원으로 치른 8강전에서 0.01점 차로 어렵게 응우옌 티 킴하를 제치고 4강에 오른 차예은은 자유 품새가 들어간 준결승과 결승에선 물 만난 고기처럼 화려하게 매트를 수놓으며 금메달을 따냈다.차예은은 원래 송판을 깨면서 성장한 선수였다. 고등학교 시절엔 수원시 시범단, 대학에 진학해서도 경희대 시범단으로 활동하며 수많은 송판을 깨부순 그는 대학 2학년 때 품새 선수로 완전히 전향했다.\n\n\n\n항저우 아시안게임에 나선 차예은. / 김동환 기자\t\t\t\t\t\t\t\t\t\t고2 시절 당한 큰 부상이 차예은의 태권도 인생을 바꿔놓았다. 한 대회에서 무릎 십자인대와 연골이 파열되면서 두 차례 수술대에 올랐고, 1년 가량 재활에만 매달려야 했다. 부상 여파로 높은 곳에서 착지하는 동작이 어려워지면서 차예은은 품새로 방향을 틀었다. 시범단 시절 보여줬던 아크로바틱한 동작들이 자유 품새에서 빛을 발했다.아시안게임으로 가는 과정은 쉽지는 않았다. 지난해 선발전에서 2위로 탈락한 그는 대회가 1년 뒤로 밀리면서 재선발전을 거쳐 항저우행 비행기에 오를 수 있었다. 대회를 앞두고 약점으로 지적된 공인품새를 집중적으로 연마한 결과 첫 아시안게임 금메달의 영광을 안았다.\n']"
137,"['男 근대5종 전웅태, 아시안게임 금메달']"
137,"['\n남자 대표팀, 단체전도 금메달, 이지훈 개인전 은메달\n\n\n\n24일 중국 항저우 푸양 인후 스포츠센터에서 열린 항저우아시안게임 근대5종 남자부 경기. 개인전, 단체전 2관왕에 오른 남자 대표팀 전웅태. /송정헌 스포츠조선 기자\t\t\t\t\t\t\t\t\t\t한국 근대5종 간판 전웅태가 아시안게임 개인전 2연패를 달성했다.전웅태(28·광주시청)는 24일 중국 항저우 푸양 인후 스포츠센터에서 열린 제19회 항저우 아시안게임 근대5종 남자 개인전에서 금메달을 목에 걸었다.전웅태는 펜싱 233점으로 불안하게 출발했으나, 승마에서 293점, 수영 312점(총 838점)으로 점수를 만회했다. 수영은 전체 선수 중 1위였다. 동갑내기 동료 이지훈(LH)보다 32초 늦은 전체 2위로 레이저런에 나섰다. 그리고 순위를 뒤집는 데 성공했다. 레이저런에서 670점을 따내며 종합 1508점으로 1위에 올랐다. 다섯 종목 종합 기량을 겨루는 근대5종은 펜싱, 승마, 수영을 먼저 치르고 성적에 따라 육상·사격 복합 경기인 레이저런을 차등 출발해 최종 순위를 가리는 스포츠다.이로써 전웅태는 지난 2018년 자카르타·팔렘방 대회에 이어 개인전 2연패를 달성했다. 전웅태는 2021년 열린 도쿄 올림픽에선 한국 근대5종 사상 처음으로 메달(동메달)을 목에 걸었다.\n\n\n\n근대5종 국가대표 이지훈/뉴스1\t\t\t\t\t\t\t\t\t\t펜싱 268점, 승마 300점, 수영 302점으로 총 870점을 따내 레이저런을 가장 먼저 출발했던 이지훈은 종합 1492점으로 은메달을 목에 걸었다. 2018년 대회에 이어 또 한 번 은메달을 차지했다. 정진화(34·LH)는 1477점으로 4위를 기록, 아쉽게 메달을 놓쳤다. 한국 선수들은 나란히 상위권에 자리해 단체전 금메달을 획득했다. 이번 대회 근대5종에선 단체전 경기를 따로 갖지 않고, 각 국가 상위 3명의 성적을 합산해 단체전 메달을 준다.\n\n\n\n승마 경기 중인 전웅태/송정헌 스포츠조선 기자\t\t\t\t\t\t\t\t\t\t한국 근대5종 간판 전웅태는 위기가 닥쳐도 꺾이지 않는, 정신력이 강한 선수다. 초등학교 때 수영으로 운동을 처음 시작하고, 서울체중 진학 후 근대5종 입문 권유를 받아 이후 외길 인생을 걸었다. 고등학생 때 말에 밟혀 뼈가 두 동강 났다. 철심을 박는 큰 수술을 받았고 회복에 10주가 걸렸다. 보통 사람들이라면 트라우마가 생길 법도 하다. 하지만 전웅태는 회복 중에도 훈련장을 찾아 다른 선수들이 어떻게 하는지 바라보는 ‘이미지 트레이닝’을 했다. 잡념도 없는 편이어 훈련 시간에 오롯이 집중하는 것도 그의 큰 장점이다.지나간 일도 빨리 잊는 편이다. 근대5종은 특성상 다섯 종목을 두루 잘해야 하는데, 전웅태는 훈련 중 잘 풀리지 않는 종목이 나오면 감독에게 “오늘은 A종목 훈련 시간을 줄이고 다른 종목에 더 신경 쓰겠습니다”라고 건의한다. 그리곤 다른 훈련에 매진한다. 전웅태는 “대회에서도 성적이 잘 나오지 않은 종목에 사로잡혀 있으면 결과도 좋지 않다. 빨리 잊는 훈련을 거듭하고 있는 것”이라고 말했다.그는 이런 성향을 바탕으로 탈아시아급 선수로 거듭났다. 근대5종은 전통적인 서양인들의 스포츠다. 그런데 전웅태가 혜성처럼 등장해 세계선수권대회에서 메달을 따냈고 세계 랭킹 1위도 맛봤다. 전웅태가 성과를 내자 비인기 종목 근대5종은 사람들에게 서서히 알려지기 시작했고, 그를 보고 근대5종에 입문하는 어린 학생도 생겼다. 한국 근대5종 지도자들도 전웅태에게 “너 덕분에 우리 종목이 많이 알려지고 있다”고 말한다고 하다. 그는 “은퇴 이후 후배들이 더 빛을 볼 수 있는 환경을 만드는 게 나의 꿈”이라며 “우리가 좋은 성적을 내야 사람들이 근대5종을 보는 재미를 찾을 수 있다”고 말하기도 했다.전웅태의 전성기는 이제 시작이다. 그는 “세계 대회에 나가 메달을 따는 선수들을 보면 20대 후반, 30대 초반이 많다. 나 역시도 전성기를 향해 가는 것”이라고 말했다. 이제 전웅태의 시선은 2024 파리 올림픽으로 향한다.근대5종은 근대 올림픽의 창시자인 피에르 쿠베르탱 남작이 고안한 스포츠다. 전장 상황을 가정한 종목으로 ‘들판을 달리고(육상) 강을 건너(수영) 적의 말을 빼앗아 장애물을 넘으며(승마), 가까운 상대는 칼로(펜싱), 먼 거리의 적은 총으로(사격) 제압한다’는 의미다. 현대 대회에선 안전상의 이유로 사격은 레이저총을 사용한다.\n\n\n\n한덕수 국무총리가 항저우 현지 근대5종 경기장을 찾아 국가대표 선수들을 응원했다./뉴스1\t\t\t\t\t\t\t\t\t\t한덕수 국무총리는 이날 근대5종 경기장을 찾아 관람하고 선수들을 응원했다.\n']"
138,['북한 항저우 아시안게임 첫 메달은 유도 채광진…60㎏급서 동메달']
138,"['\n\n\n\n\n북한 채광진이 24일 중국 항저우 샤오산 린푸 체육관에서 열린 항저우 아시안게임 유도 남자 60kg급 동메달 결정전에서 몽골 엔크타이반 아룬볼드를 상대로 승리한 뒤 미소짓고 있다. /연합뉴스\t\t\t\t\t\t\t\t\t\t북한이 5년만에 복귀한 국제종합대회인 2022 항저우 아시안게임에서 첫 메달을 따냈다.북한 유도 대표팀 채광진(25)은 24일 중국 저장성 항저우 샤오산 린푸 체육관에서 열린 항저우 아시안게임 유도 남자 60kg급 동메달 결정전에서 몽골의 엔크타이반 아룬볼드를 다리잡아 메치기 절반승으로 꺾었다.북한은 이날 4명의 선수가 유도 종목에 출전했으나 채광진을 제외한 나머지 선수들은 메달을 따는 데 실패했다. 여자 48kg급에 출전한 전수성은 중국의 궈쭝잉에게 동메달 결정전에서 반칙패를 당했고, 남자 66kg급 리금성, 여자 52kg급 김원금은 메달 결정전에 오르지 못했다.북한이 국제종합대회에 복귀한 것은 2018 자카르타-팔렘방아시안게임 이후 5년만이다. 2021년에 열린 2020 도쿄올림픽엔 코로나19 자국 유입 방지를 위해 불참했다가 국제올림픽위원회(IOC)의 징계를 받았다. 지난 1월 1일 징계가 해제됐고, 이에 북한은 이번 대회에 선수 185명을 보냈다.\n']"
